Year,Prosper Rating (Letter),Estimated Return
2012,D,0.1521
2012,HR,0.1246
2009,AA,0.074
2013,HR,0.1185
2013,E,0.10102
2013,A,0.0727
2013,C,0.1147
2012,C,0.1281
2012,D,0.1144
2012,B,0.0906
2013,E,0.10102
2012,D,0.1039
2009,AA,0.0635
2013,C,0.08529
2011,E,0.1439
2012,D,0.1487
2013,A,0.0728
2012,C,0.1083
2013,E,0.10102
2013,E,0.10423
2013,D,0.1025
2013,C,0.08529
2011,HR,0.1087
2013,E,0.115
2011,B,0.0878
2012,C,0.1442
2011,AA,0.0599
2012,C,0.1014
2013,C,0.0984
2013,D,0.09512
2012,HR,0.1246
2012,C,0.1492
2013,E,0.1137
2012,HR,0.1271
2010,E,0.1557
2012,E,0.1276
2011,A,0.0905
2011,E,0.1561
2012,E,0.1582
2012,B,0.1295
2012,D,0.1281
2012,A,0.06
2013,AA,0.0506
2013,C,0.08627
2013,C,0.08627
2013,C,0.08172
2012,HR,0.1246
2012,HR,0.1246
2010,D,0.156
2013,C,0.08926
2012,C,0.1014
2012,A,0.0836
2012,HR,0.1271
2012,A,0.1115
2013,E,0.0624
2013,D,0.0927
2012,HR,0.1171
2012,HR,0.12
2011,D,0.1357
2013,A,0.0691
2011,E,0.1487
2013,C,0.08724
2013,C,0.0999
2012,B,0.0843
2013,A,0.0727
2010,AA,0.068
2013,E,0.1107
2012,A,0.101
2013,A,0.0749
2011,C,0.0936
2011,D,0.1609
2012,E,0.1374
2011,C,0.1206
2013,AA,0.0498
2013,D,0.116
2009,HR,-0.0105
2013,C,0.1277
2011,C,0.1147
2011,C,0.1206
2012,A,0.1082
2013,AA,0.04806
2013,E,0.0632
2013,E,0.10748
2013,A,0.0624
2013,C,0.08227
2013,AA,0.0782
2013,B,0.0878
2013,B,0.08215
2011,B,0.09
2013,C,0.1053
2011,B,0.0807
2013,C,0.08421
2011,D,0.1357
2011,E,0.1371
2011,D,0.1068
2013,HR,0.1185
2012,C,0.1062
2013,C,0.0955
2013,E,0.10256
2010,C,0.1247
2013,B,0.08215
2013,E,0.1241
2012,AA,0.0776
2010,E,0.1557
2013,B,0.07192
2013,D,0.1012
2012,A,0.0746
2013,C,0.1152
2013,A,0.06968
2013,D,0.1303
2013,A,0.06153
2013,B,0.07408
2011,A,0.087
2013,B,0.0778
2013,AA,0.051
2013,B,0.0789
2012,HR,0.1246
2013,B,0.0697
2013,D,0.0837
2009,C,0.1342
2013,D,0.1065
2011,D,0.136
2013,HR,0.1185
2010,E,0.013
2013,A,0.06499
2013,A,0.0691
2011,B,0.1009
2013,C,0.0898
2013,C,0.08284
2013,C,0.08284
2012,A,0.0911
2013,A,0.06663
2013,C,0.08872
2012,E,0.1568
2010,AA,0.0769
2013,C,0.1124
2010,HR,0.0888
2013,D,0.1199
2012,C,0.1408
2012,C,0.1014
2013,C,0.08926
2013,A,0.0666
2013,D,0.1173
2012,HR,0.1124
2012,C,0.111
2012,C,0.1014
2012,D,0.1123
2013,D,0.08578
2009,A,0.0613
2012,A,0.1115
2009,D,0.1477
2012,C,0.111
2012,E,0.1276
2011,A,0.0965
2013,C,0.1105
2011,D,0.1414
2013,C,0.1044
2009,D,0.1952
2012,E,0.115
2012,A,0.0961
2013,HR,0.1131
2011,HR,0.1148
2012,D,0.1189
2013,B,0.08154
2013,D,0.099
2012,HR,0.1246
2013,A,0.0728
2010,C,0.1341
2012,HR,0.1221
2012,AA,0.0547
2012,D,0.1144
2013,B,0.08004
2013,C,0.07766
2013,C,0.08529
2010,B,0.0862
2010,A,0.0608
2013,C,0.0955
2013,C,0.08627
2011,C,0.1001
2012,B,0.0416
2013,C,0.0524
2013,A,0.0712
2012,HR,0.1246
2012,C,0.1062
2012,C,0.1062
2013,A,0.06
2011,B,0.0682
2011,D,0.1414
2012,B,0.1385
2013,D,0.09066
2013,C,0.0955
2013,B,0.0818
2010,E,0.1761
2013,HR,0.11116
2013,B,0.07192
2013,A,0.05568
2013,D,0.0927
2013,C,0.08926
2013,D,0.08578
2013,E,0.1335
2013,C,0.08872
2013,C,0.07713
2011,B,0.078
2011,D,0.1327
2012,AA,0.0399
2013,C,0.095
2010,B,0.0764
2012,B,0.0761
2013,C,0.1053
2013,B,0.0789
2009,AA,0.046
2013,C,0.08022
2013,A,0.0748
2012,E,0.1239
2012,B,0.1385
2009,D,0.1258
2013,B,0.0861
2012,A,0.0728
2013,D,0.1079
2012,E,0.0682
2013,C,0.08473
2011,D,0.1357
2013,C,0.095
2011,A,0.0905
2013,B,0.08154
2011,B,0.1173
2012,A,0.0517
2013,B,0.0905
2012,E,0.1256
2012,AA,0.0381
2013,B,0.0963
2012,HR,0.1246
2012,D,0.1065
2012,AA,0.0782
2013,A,0.0748
2013,A,0.06968
2013,B,0.08209
2013,C,0.1101
2011,HR,0.0887
2013,HR,0.11348
2013,AA,0.04261
2009,C,0.1251
2009,E,0.1483
2011,D,0.1327
2012,C,0.1239
2013,B,0.08321
2012,HR,0.1246
2009,D,0.1482
2013,B,0.08004
2013,C,0.0965
2012,D,0.115
2013,C,0.1053
2010,D,0.103
2013,E,0.10256
2010,HR,0.0807
2012,C,0.1422
2012,A,0.0836
2011,A,0.1257
2013,A,0.05568
2011,E,0.1487
2009,C,0.162
2011,D,0.1454
2013,E,0.1137
2012,C,0.0987
2013,B,0.0878
2011,A,0.0807
2013,E,0.1093
2012,C,0.1075
2013,E,0.10941
2013,C,0.1115
2009,C,0.0816
2010,D,0.1438
2010,E,0.1762
2011,HR,0.1087
2012,B,0.0953
2013,C,0.0975
2013,AA,0.04261
2013,B,0.07689
2011,E,0.1487
2012,HR,0.1246
2012,B,0.0926
2013,B,0.0963
2013,A,0.06663
2012,C,0.1062
2013,E,0.1122
2013,B,0.0778
2013,D,0.099
2011,D,0.1048
2013,E,0.10102
2013,A,0.05879
2012,B,0.119
2013,E,0.10941
2013,A,0.06968
2013,B,0.0878
2011,A,0.0905
2013,C,0.08627
2013,A,0.07487
2011,D,0.1363
2013,C,0.0898
2013,B,0.08321
2013,D,0.08919
2013,B,0.0888
2013,B,0.0888
2011,D,0.1649
2013,E,0.10941
2012,B,0.1074
2013,E,0.10063
2011,E,0.1487
2013,B,0.0876
2012,A,0.0746
2012,A,0.0597
2010,AA,0.057
2010,D,0.1504
2011,E,0.1439
2011,HR,0.1087
2012,E,0.1257
2013,HR,0.11348
2013,D,0.1025
2009,AA,0.069
2011,HR,0.1087
2012,HR,0.12
2012,HR,0.1271
2012,C,0.1442
2013,C,0.08284
2013,C,0.07923
2012,C,0.1014
2013,D,0.09512
2010,E,0.1775
2012,B,0.0761
2009,D,0.1593
2013,A,0.06388
2011,B,0.142
2011,E,0.1561
2013,D,0.1039
2012,AA,0.0549
2010,D,0.1574
2012,D,0.1278
2012,B,0.0731
2013,B,0.1001
2013,C,0.08922
2013,D,0.0927
2012,D,0.1458
2013,HR,0.11348
2010,B,0.0634
2013,C,0.08027
2012,HR,0.1246
2011,D,0.1649
2009,E,0.1843
2013,D,0.1079
2012,HR,0.1174
2011,B,0.0878
2013,A,0.07487
2010,AA,0.0545
2013,HR,0.1185
2013,A,0.0782
2011,A,0.1205
2011,D,0.1243
2013,C,0.08022
2012,HR,0.1246
2011,HR,0.1148
2010,HR,0.0799
2013,E,0.10941
2012,B,0.0926
2013,C,0.08524
2013,C,0.0912
2013,C,0.08872
2013,D,0.1039
2011,C,0.0936
2012,B,0.1074
2012,A,0.0631
2012,C,0.1103
2013,D,0.09066
2013,A,0.06462
2009,C,0.1324
2013,C,0.1147
2013,C,0.0941
2012,A,0.0821
2013,D,0.1065
2011,B,0.0942
2013,B,0.07192
2012,E,0.1276
2013,E,0.09737
2010,A,0.0608
2012,B,0.0561
2012,B,0.0926
2011,D,0.1232
2011,C,0.1147
2011,D,0.1232
2012,D,0.1511
2013,AA,0.05047
2011,A,0.0666
2013,E,0.1241
2011,D,0.1357
2011,B,0.1074
2013,B,0.0878
2013,C,0.1091
2013,C,0.1101
2012,A,0.0836
2012,E,0.1276
2013,B,0.0778
2011,D,0.1357
2013,A,0.0749
2010,A,0.0608
2013,C,0.08473
2012,D,0.115
2013,HR,0.1185
2013,A,0.0603
2012,AA,0.0782
2009,AA,0.0695
2013,B,0.0905
2009,A,0.0822
2009,D,0.1583
2009,E,0.1814
2013,A,0.0727
2013,C,0.0898
2013,C,0.0999
2013,HR,0.1185
2013,D,0.09512
2012,C,0.1047
2013,B,0.0697
2010,HR,-0.0251
2011,D,0.1414
2010,D,0.1463
2012,B,0.0806
2010,HR,-0.0532
2013,C,0.08529
2012,A,0.0517
2013,B,0.102
2012,D,0.1458
2013,E,0.10748
2013,C,0.07766
2011,D,0.122
2012,D,0.1523
2013,C,0.0922
2013,B,0.08004
2012,HR,0.1246
2012,D,0.1202
2013,C,0.1124
2013,E,0.1248
2013,C,0.1133
2013,C,0.07923
2011,B,0.078
2013,D,0.08578
2013,D,0.1065
2013,C,0.08922
2012,A,0.0597
2012,C,0.1014
2013,A,0.0749
2011,A,0.0666
2010,C,0.1304
2012,B,0.0466
2011,D,0.1414
2013,C,0.08421
2013,B,0.07077
2010,A,0.1582
2013,C,0.08524
2012,HR,0.1246
2013,B,0.08004
2013,B,0.0697
2011,D,0.1454
2013,C,0.0984
2013,D,0.099
2013,A,0.07078
2013,AA,0.0498
2013,C,0.0965
2013,B,0.0876
2013,C,0.0999
2010,D,0.156
2012,C,0.1014
2013,A,0.07487
2013,AA,0.0552
2012,A,0.0836
2013,A,0.0749
2013,D,0.1235
2010,D,0.1504
2013,D,0.1079
2012,C,0.1281
2013,C,0.1003
2012,B,0.1356
2012,A,0.0728
2012,B,0.1195
2012,D,0.1487
2013,D,0.1051
2009,C,0.0816
2011,D,0.1755
2013,C,0.0898
2009,A,0.1185
2013,C,0.08922
2012,A,0.0671
2011,HR,0.12
2012,D,0.1281
2013,A,0.0728
2013,C,0.1147
2012,E,0.1352
2013,C,0.1152
2013,C,0.08926
2013,C,0.1133
2013,C,0.08724
2012,C,0.111
2013,C,0.08529
2013,C,0.08284
2013,C,0.08172
2010,D,0.1504
2012,D,0.1458
2009,D,0.1307
2012,B,0.0761
2012,A,0.041
2009,HR,-0.1816
2013,C,0.1053
2010,D,0.1434
2012,C,0.0597
2012,HR,0.1246
2012,C,0.142
2013,E,0.10102
2012,C,0.1062
2013,C,0.0975
2012,HR,0.1171
2012,A,0.0771
2013,A,0.07284
2013,AA,0.046
2013,E,0.1122
2013,D,0.1051
2011,B,0.0963
2011,AA,0.0599
2013,B,0.074
2013,C,0.08284
2013,B,0.07077
2013,B,0.08321
2013,A,0.06663
2013,E,0.1122
2013,B,0.0697
2013,A,0.0749
2013,B,0.0778
2011,B,0.0588
2013,D,0.1025
2013,B,0.07077
2011,D,0.1414
2013,C,0.07819
2013,A,0.0727
2012,HR,0.1246
2013,B,0.0876
2012,A,0.0567
2012,A,0.0662
2009,C,0.1238
2013,C,0.0898
2013,D,0.1303
2013,B,0.07408
2011,B,0.09
2013,AA,0.05298
2011,B,0.0782
2013,D,0.1079
2013,B,0.08209
2013,C,0.08926
2012,HR,0.1246
2013,B,0.07689
2013,C,0.08027
2013,C,0.0955
2012,A,0.0662
2013,A,0.0706
2012,HR,0.1185
2011,B,0.1173
2013,D,0.1173
2013,D,0.1025
2013,A,0.07487
2011,E,0.1487
2013,A,0.06026
2011,D,0.1414
2012,A,0.0796
2012,A,0.108
2012,C,0.0973
2013,C,0.0975
2012,HR,0.1246
2013,A,0.06968
2010,B,0.0796
2013,C,0.1044
2013,B,0.0943
2013,B,0.07077
2011,D,0.1048
2013,C,0.08473
2012,E,0.1216
2012,C,0.1014
2012,B,0.1074
2013,D,0.1039
2012,HR,0.1246
2013,E,0.10748
2012,D,0.1232
2013,C,0.0955
2009,C,0.1011
2009,C,0.1011
2013,D,0.1039
2011,B,0.1074
2013,A,0.0712
2013,AA,0.05516
2012,E,0.1256
2013,D,0.1079
2012,C,0.1239
2012,C,0.0984
2013,B,0.0878
2012,C,0.1442
2011,C,0.1206
2013,C,0.0984
2013,B,0.0861
2013,C,0.1281
2012,B,0.0843
2013,B,0.0963
2011,D,0.1357
2012,C,0.1442
2013,D,0.09609
2013,D,0.09609
2013,C,0.08872
2012,D,0.1232
2013,A,0.0727
2010,D,0.156
2013,C,0.1115
2013,D,0.0927
2011,D,0.128
2012,B,0.1127
2013,AA,0.0498
2013,HR,0.10663
2013,D,0.09512
2013,C,0.1105
2011,D,0.1317
2013,A,0.0727
2013,C,0.08724
2013,C,0.1124
2010,AA,0.0555
2013,B,0.0838
2010,D,0.156
2012,C,0.1422
2013,D,0.09211
2011,C,0.089
2013,C,0.07824
2012,HR,0.1124
2013,C,0.0999
2011,D,0.1278
2012,D,0.1495
2013,B,0.0836
2013,A,0.0727
2013,AA,0.0517
2011,D,0.1317
2013,B,0.0963
2010,AA,0.0697
2010,HR,0.0377
2012,HR,0.1246
2013,D,0.09167
2013,B,0.0858
2013,C,0.08926
2011,D,0.1609
2013,AA,0.04261
2013,B,0.0868
2013,C,0.1044
2013,B,0.0963
2013,E,0.10941
2013,C,0.0922
2013,C,0.0898
2012,C,0.1262
2013,C,0.08421
2012,C,0.1003
2013,AA,0.04261
2013,C,0.1115
2013,E,0.1242
2012,D,0.1241
2013,B,0.07192
2013,D,0.09066
2012,HR,0.1246
2012,E,0.1257
2013,B,0.0868
2012,E,0.1374
2013,C,0.0912
2012,B,0.0731
2013,A,0.07284
2012,HR,0.1246
2013,C,0.08284
2013,C,0.08421
2013,C,0.0922
2013,B,0.0778
2012,C,0.0987
2010,D,0.1419
2009,A,0.0727
2012,C,0.1442
2013,D,0.08578
2013,E,0.1122
2013,A,0.0749
2013,E,0.1107
2013,C,0.1115
2013,C,0.0999
2013,B,0.1001
2010,C,0.0617
2013,B,0.08154
2011,E,0.14
2013,D,0.1186
2012,D,0.1634
2013,C,0.1003
2010,A,0.0608
2012,C,0.1062
2010,C,0.1196
2013,A,0.0782
2009,A,0.0688
2013,C,0.095
2011,A,0.0801
2013,E,0.10423
2013,C,0.08421
2012,HR,0.1246
2013,AA,0.0552
2013,C,0.08976
2011,D,0.1698
2010,D,0.1504
2012,B,0.0878
2013,D,0.099
2013,D,0.1051
2013,B,0.1001
2013,E,0.1093
2011,A,0.0771
2012,E,0.1256
2009,HR,0.1399
2011,HR,0.1267
2012,B,0.0953
2012,C,0.0563
2010,HR,0.1361
2012,C,0.142
2013,C,0.08284
2013,C,0.08922
2013,E,0.10256
2011,AA,0.0535
2012,HR,0.1271
2010,HR,0.0324
2012,D,0.1487
2012,HR,0.1124
2013,C,0.08027
2013,A,0.06153
2013,A,0.07078
2013,B,0.08209
2013,C,0.0984
2013,B,0.0963
2013,B,0.0818
2010,A,0.0524
2013,C,0.0999
2013,D,0.1039
2013,E,0.09737
2012,D,0.1241
2013,C,0.08279
2012,HR,0.1246
2009,HR,0.1394
2013,B,0.0963
2013,AA,0.0552
2011,B,0.0684
2012,A,0.0796
2009,C,0.1216
2012,AA,0.0549
2012,D,0.1511
2013,E,0.10544
2010,HR,0.1399
2011,B,0.142
2012,HR,0.1246
2012,B,0.1385
2011,A,0.1005
2012,E,0.1567
2013,A,0.0631
2013,C,0.0941
2013,D,0.1288
2013,B,0.0836
2011,E,0.1557
2012,A,0.0961
2011,B,0.0878
2010,HR,0.1369
2013,A,0.0706
2011,E,0.1201
2013,D,0.1012
2013,B,0.0868
2013,D,0.08578
2013,A,0.0727
2011,E,0.1371
2012,E,0.1257
2011,B,0.0942
2013,E,0.10423
2013,E,0.10102
2012,B,0.0926
2012,HR,0.1174
2013,A,0.0782
2011,D,0.128
2009,A,0.0588
2013,HR,0.11348
2013,A,0.07284
2010,D,0.1504
2013,D,0.08578
2012,B,0.1195
2013,A,0.07487
2012,B,0.115
2013,C,0.1133
2011,D,0.1317
2013,AA,0.05047
2013,D,0.09609
2013,A,0.0631
2013,B,0.0868
2011,D,0.1317
2012,C,0.1422
2011,E,0.1561
2013,B,0.0858
2012,HR,0.1246
2013,B,0.0858
2012,C,0.1246
2013,A,0.0782
2011,B,0.0942
2011,E,0.1561
2012,C,0.057
2013,B,0.08215
2012,HR,0.1246
2010,E,0.1761
2013,C,0.1105
2013,C,0.07766
2012,A,0.0631
2013,B,0.07689
2013,B,0.08268
2012,C,0.1442
2012,A,0.0567
2012,A,0.0961
2013,C,0.1101
2013,E,0.1107
2012,C,0.142
2011,D,0.128
2012,C,0.111
2011,D,0.1454
2012,C,0.1083
2013,A,0.07284
2013,C,0.0941
2013,HR,0.11116
2013,C,0.1044
2013,D,0.1079
2012,AA,0.0782
2013,B,0.08321
2013,B,0.0858
2013,D,0.099
2013,E,0.10941
2013,A,0.0712
2012,C,0.1422
2013,E,0.10423
2013,D,0.0927
2012,E,0.115
2012,B,0.112
2013,C,0.1133
2013,A,0.07487
2012,A,0.0687
2013,C,0.08724
2013,B,0.11
2012,B,0.0561
2013,C,0.08421
2013,A,0.042
2010,B,0.0764
2013,A,0.06462
2013,C,0.1147
2009,AA,0.0894
2013,C,0.07923
2013,E,0.10941
2012,B,0.0731
2012,D,0.1051
2011,HR,0.1018
2012,D,0.1511
2013,B,0.0861
2013,D,0.09066
2012,A,0.0992
2013,A,0.07487
2010,A,0.0608
2013,D,0.1173
2012,E,0.1257
2013,AA,0.04656
2011,HR,0.0967
2013,AA,0.0498
2010,D,0.1434
2013,C,0.08976
2013,D,0.0927
2013,C,0.0922
2013,B,0.0943
2011,B,0.0488
2011,C,0.0936
2013,C,0.0912
2010,AA,0.068
2013,D,0.1079
2009,HR,0.0231
2013,C,0.0984
2013,A,0.06968
2013,B,0.0878
2012,HR,0.1246
2011,B,0.1025
2013,D,0.1079
2013,E,0.1122
2012,A,0.0567
2012,A,0.0842
2013,B,0.07192
2013,HR,0.1185
2013,C,0.1124
2013,C,0.07824
2012,HR,0.1246
2013,D,0.09167
2013,AA,0.05047
2012,A,0.0631
2012,B,0.115
2013,C,0.08724
2013,C,0.08926
2013,D,0.1079
2010,D,0.12
2013,C,0.08922
2013,A,0.0657
2013,C,0.0999
2013,AA,0.051
2013,D,0.08578
2013,A,0.07487
2013,C,0.1053
2013,C,0.07824
2013,A,0.06153
2012,D,0.1295
2012,AA,0.0549
2010,A,0.0627
2011,E,0.143
2013,A,0.0691
2012,C,0.1422
2013,E,0.1122
2013,E,0.1241
2011,D,0.1414
2012,AA,0.0779
2013,A,0.0657
2011,C,0.144
2013,B,0.0789
2010,D,0.1463
2013,A,0.0749
2013,HR,0.10663
2012,HR,0.1221
2012,B,0.1074
2013,AA,0.0466
2011,A,0.0666
2013,AA,0.051
2013,B,0.08321
2012,AA,0.0449
2013,B,0.07689
2012,E,0.1257
2010,E,0.1569
2010,D,0.1307
2013,D,0.1079
2012,E,0.1276
2012,A,0.0597
2013,C,0.0975
2010,D,0.1463
2012,E,0.1587
2012,B,0.119
2011,A,0.0666
2013,C,0.1004
2013,A,0.0657
2013,C,0.08172
2013,E,0.115
2013,C,0.0975
2013,D,0.08578
2012,AA,0.0474
2013,B,0.0789
2012,B,0.1385
2011,E,0.1487
2012,D,0.1145
2013,C,0.1004
2013,D,0.08578
2012,A,0.0906
2013,C,0.1004
2012,HR,0.1246
2012,HR,0.1221
2011,D,0.1755
2013,C,0.08922
2012,A,0.0657
2013,B,0.0905
2013,B,0.08154
2013,E,0.1241
2013,A,0.0749
2012,C,0.1014
2011,E,0.1439
2011,D,0.1317
2013,E,0.10307
2013,B,0.0838
2013,C,0.08473
2013,A,0.06081
2013,B,0.0858
2013,D,0.09609
2011,E,0.1487
2013,C,0.08728
2013,D,0.09512
2013,C,0.08529
2011,D,0.1414
2010,E,0.1188
2012,HR,0.1246
2013,A,0.1032
2013,B,0.102
2010,E,0.1462
2013,A,0.0749
2013,B,0.0905
2010,C,0.1256
2012,D,0.1281
2011,HR,0.1267
2013,B,0.0888
2013,HR,0.1185
2012,E,0.0817
2012,E,0.1168
2010,B,0.0796
2013,C,0.0984
2010,B,0.0796
2013,B,0.0836
2012,E,0.1216
2013,B,0.0905
2013,C,0.0898
2013,A,0.07078
2012,A,0.0662
2012,E,0.0682
2013,C,0.0912
2012,C,0.1014
2013,A,0.06388
2010,B,0.0724
2012,D,0.1144
2013,D,0.1065
2013,D,0.1039
2011,D,0.1232
2013,B,0.0838
2012,A,0.06
2013,E,0.1241
2013,E,0.1137
2013,D,0.1079
2011,D,0.1232
2013,C,0.08524
2012,D,0.1039
2012,D,0.1523
2012,C,0.0973
2013,AA,0.0552
2013,HR,0.1185
2013,C,0.08724
2013,D,0.116
2013,E,0.10256
2012,A,0.0597
2013,E,0.10256
2013,D,0.1039
2009,A,0.1483
2012,HR,0.1221
2013,A,0.07487
2013,B,0.08004
2010,AA,0.055
2011,B,0.0588
2011,HR,0.1246
2013,C,0.08524
2013,B,0.0803
2013,A,0.06663
2011,HR,0.1246
2012,HR,0.1174
2013,E,0.115
2013,C,0.08529
2011,A,0.0771
2013,A,0.07487
2013,B,0.08154
2013,B,0.0789
2011,HR,0.0967
2011,D,0.1414
2011,D,0.1414
2012,B,0.0924
2013,E,0.1242
2010,A,0.0553
2011,A,0.0905
2011,E,0.1371
2012,A,0.0836
2012,C,0.1442
2013,D,0.09167
2013,AA,0.04261
2012,D,0.1487
2010,C,0.1186
2011,AA,0.0814
2013,AA,0.0426
2009,HR,0.0699
2012,HR,0.1221
2012,B,0.0731
2013,C,0.0955
2012,D,0.131
2011,A,0.0672
2013,D,0.1065
2012,B,0.1074
2012,A,0.0687
2011,D,0.1414
2010,D,0.1463
2013,B,0.08209
2013,A,0.06081
2012,E,0.1257
2012,A,0.095
2012,E,0.1257
2012,B,0.1385
2013,B,0.0858
2012,E,0.1587
2012,AA,0.0544
2012,C,0.1442
2012,C,0.0563
2011,E,0.1439
2012,C,0.1419
2010,A,0.1134
2010,A,0.0608
2013,C,0.08022
2013,B,0.0876
2013,AA,0.05516
2011,E,0.1487
2013,B,0.0868
2013,E,0.10307
2013,HR,0.10431
2013,B,0.0876
2012,B,0.112
2011,A,0.1005
2013,C,0.0912
2012,C,0.1103
2012,C,0.1003
2013,B,0.0789
2012,E,0.1276
2009,D,0.1574
2011,E,0.1487
2013,A,0.0728
2012,E,0.1257
2011,B,0.1074
2013,B,0.0836
2013,C,0.1124
2012,HR,0.1246
2013,AA,0.0498
2012,A,0.0623
2013,A,0.0691
2013,D,0.1235
2013,C,0.1044
2013,D,0.1173
2013,E,0.10256
2011,AA,0.037
2010,D,0.1463
2012,C,0.1442
2013,C,0.1133
2011,D,0.1243
2013,E,0.10544
2013,B,0.0818
2011,E,0.1487
2011,A,0.0438
2012,B,0.0806
2013,E,0.09414
2013,B,0.07689
2013,E,0.1241
2012,AA,0.0933
2013,C,0.08473
2012,B,0.119
2013,AA,0.05047
2013,B,0.08268
2013,B,0.0861
2013,E,0.1093
2013,A,0.07284
2013,AA,0.0547
2011,AA,0.037
2013,C,0.07824
2013,A,0.0728
2013,C,0.1124
2013,D,0.1065
2013,C,0.08529
2011,E,0.1487
2013,B,0.08268
2010,C,0.1196
2013,A,0.0782
2011,D,0.0688
2011,B,0.142
2013,HR,0.10431
2011,A,0.0766
2011,E,0.1439
2012,E,0.1257
2011,AA,0.0903
2013,D,0.0927
2013,C,0.07923
2011,HR,0.1267
2011,D,0.1232
2013,D,0.1079
2011,HR,0.0967
2013,E,0.1093
2010,B,0.0772
2013,C,0.1105
2013,C,0.0912
2013,D,0.1025
2013,B,0.08268
2013,D,0.1012
2011,HR,0.0887
2013,B,0.07517
2009,AA,0.0744
2012,D,0.115
2013,HR,0.1185
2011,HR,0.12
2011,B,0.1025
2009,HR,-0.0868
2011,B,0.1076
2013,D,0.1012
2012,A,0.0842
2012,D,0.115
2013,B,0.0943
2013,A,0.0624
2009,E,0.0526
2013,C,0.0984
2012,HR,0.1171
2010,A,0.0807
2013,E,0.1122
2012,C,0.1442
2013,A,0.0748
2011,B,0.0973
2009,AA,0.0565
2013,B,0.0868
2013,D,0.1025
2013,A,0.0728
2013,E,0.1093
2013,A,0.06706
2013,A,0.06026
2012,C,0.1033
2011,A,0.0856
2013,E,0.10748
2011,D,0.1363
2011,C,0.144
2010,HR,0.1399
2012,C,0.1437
2013,A,0.06026
2012,E,0.115
2013,A,0.0691
2013,D,0.08474
2013,C,0.08627
2012,B,0.1074
2013,C,0.0955
2009,A,0.0524
2011,C,0.1206
2013,C,0.1053
2013,C,0.0898
2011,D,0.1317
2013,HR,0.11348
2011,D,0.1363
2012,HR,0.1246
2012,C,0.0922
2013,B,0.0876
2013,C,0.1147
2013,A,0.06153
2012,A,0.041
2013,C,0.1003
2013,A,0.0728
2013,C,0.08022
2012,C,0.0563
2010,E,0.1761
2010,A,0.0608
2013,E,0.1107
2012,B,0.0803
2011,HR,0.1018
2011,A,0.0666
2013,B,0.0858
2012,HR,0.1246
2013,D,0.09167
2013,D,0.09066
2011,A,0.0666
2013,AA,0.05298
2011,C,0.144
2012,D,0.1039
2013,B,0.08209
2013,B,0.102
2013,D,0.09512
2013,B,0.0778
2012,D,0.0619
2013,E,0.1122
2012,AA,0.0549
2012,B,0.09
2013,D,0.1025
2012,A,0.0836
2011,D,0.1357
2013,AA,0.05298
2010,HR,0.0545
2013,B,0.0778
2013,B,0.07517
2011,E,0.1487
2013,AA,0.0532
2012,E,0.1587
2013,E,0.125
2011,B,0.0878
2013,D,0.1039
2013,E,0.10307
2012,A,0.0567
2013,B,0.0876
2012,A,0.1115
2013,E,0.1107
2010,AA,0.055
2011,B,0.1074
2012,C,0.1083
2010,C,0.0797
2013,C,0.08223
2013,E,0.10941
2011,C,0.0936
2013,D,0.123
2013,C,0.0941
2013,D,0.0618
2012,C,0.1449
2012,B,0.0868
2013,A,0.06499
2013,B,0.102
2013,C,0.1267
2013,C,0.1091
2011,E,0.1561
2013,B,0.0868
2013,B,0.08321
2012,A,0.0718
2013,A,0.0749
2012,HR,0.1246
2010,AA,0.068
2013,B,0.07517
2013,C,0.08279
2013,B,0.0963
2012,B,0.128
2013,C,0.08022
2011,D,0.1232
2012,C,0.1442
2011,B,0.0682
2013,A,0.06663
2012,HR,0.1174
2011,A,0.0438
2012,B,0.112
2011,A,0.0766
2013,E,0.1244
2012,A,0.06
2011,A,0.0737
2012,C,0.0987
2013,C,0.08724
2012,AA,0.0933
2012,D,0.1202
2012,A,0.0662
2013,B,0.08004
2013,B,0.0878
2013,C,0.08529
2012,HR,0.1246
2013,C,0.08473
2012,D,0.1144
2011,A,0.0771
2012,C,0.0984
2011,D,0.1317
2013,B,0.102
2010,B,0.0796
2013,C,0.0975
2013,E,0.10102
2013,D,0.099
2013,A,0.05568
2013,B,0.0697
2012,AA,0.0449
2013,A,0.0749
2013,A,0.0728
2013,D,0.09066
2013,D,0.1025
2013,HR,0.1185
2011,E,0.1561
2013,A,0.07284
2011,D,0.1414
2013,C,0.1124
2013,C,0.095
2012,C,0.0564
2009,A,0.0643
2011,HR,0.0967
2013,C,0.08976
2013,D,0.1079
2012,D,0.1523
2012,HR,0.1271
2010,E,0.1392
2013,B,0.08321
2013,C,0.08926
2013,E,0.1137
2012,AA,0.055
2013,D,0.0927
2010,E,0.1653
2009,D,0.1195
2013,B,0.0868
2012,HR,0.1174
2013,D,0.1039
2012,C,0.1103
2012,C,0.1442
2012,A,0.0517
2013,B,0.0858
2012,B,0.1214
2013,D,0.1173
2012,D,0.1012
2012,C,0.1003
2013,A,0.0749
2013,D,0.1012
2010,E,0.1761
2011,D,0.1068
2013,C,0.0922
2013,C,0.08976
2012,A,0.0517
2013,C,0.08223
2012,HR,0.1271
2012,E,0.1588
2013,D,0.1079
2012,E,0.1276
2010,B,0.0723
2013,B,0.08004
2013,B,0.08154
2013,B,0.07344
